0.007752 0.007752 0.000593
0.015504 0.007752 0.001186
0.023256 0.007752 0.001778
0.031008 0.007752 0.002368
0.038760 0.007752 0.002958
0.046512 0.007752 0.003546
0.054264 0.007752 0.004131
0.062016 0.007752 0.004715
0.069767 0.007752 0.005295
0.077519 0.007752 0.005872
0.085271 0.007752 0.006446
0.093023 0.007752 0.007016
0.100775 0.007752 0.007582
0.108527 0.007752 0.008143
0.116279 0.007752 0.008699
0.124031 0.007752 0.009251
0.131783 0.007752 0.009796
0.139535 0.007752 0.010336
0.147287 0.007752 0.010870
0.155039 0.007752 0.011398
0.162791 0.007752 0.011918
0.170543 0.007752 0.012432
0.178295 0.007752 0.012938
0.186047 0.007752 0.013437
0.193798 0.007752 0.013927
0.201550 0.007752 0.014410
0.209302 0.007752 0.014883
0.217054 0.007752 0.015348
0.224806 0.007752 0.015804
0.232558 0.007752 0.016251
0.240310 0.007752 0.016688
0.248062 0.007752 0.017114
0.255814 0.007752 0.017531
0.263566 0.007752 0.017938
0.271318 0.007752 0.018333
0.279070 0.007752 0.018718
0.286822 0.007752 0.019092
0.294574 0.007752 0.019455
0.302326 0.007752 0.019805
0.310078 0.007752 0.020145
0.317829 0.007752 0.020472
0.325581 0.007752 0.020787
0.333333 0.007752 0.021090
0.341085 0.007752 0.021380
0.348837 0.007752 0.021657
0.356589 0.007752 0.021922
0.364341 0.007752 0.022174
0.372093 0.007752 0.022412
0.379845 0.007752 0.022638
0.387597 0.007752 0.022850
0.395349 0.007752 0.023048
0.403101 0.007752 0.023233
0.410853 0.007752 0.023403
0.418605 0.007752 0.023560
0.426357 0.007752 0.023703
0.434109 0.007752 0.023832
0.441860 0.007752 0.023947
0.449612 0.007752 0.024048
0.457364 0.007752 0.024134
0.465116 0.007752 0.024206
0.472868 0.007752 0.024264
0.480620 0.007752 0.024307
0.488372 0.007752 0.024336
0.496124 0.007752 0.024350
0.503876 0.007752 0.024350
0.511628 0.007752 0.024336
0.519380 0.007752 0.024307
0.527132 0.007752 0.024264
0.534884 0.007752 0.024206
0.542636 0.007752 0.024134
0.550388 0.007752 0.024048
0.558140 0.007752 0.023947
0.565891 0.007752 0.023832
0.573643 0.007752 0.023703
0.581395 0.007752 0.023560
0.589147 0.007752 0.023403
0.596899 0.007752 0.023233
0.604651 0.007752 0.023048
0.612403 0.007752 0.022850
0.620155 0.007752 0.022638
0.627907 0.007752 0.022412
0.635659 0.007752 0.022174
0.643411 0.007752 0.021922
0.651163 0.007752 0.021657
0.658915 0.007752 0.021380
0.666667 0.007752 0.021090
0.674419 0.007752 0.020787
0.682171 0.007752 0.020472
0.689922 0.007752 0.020145
0.697674 0.007752 0.019805
0.705426 0.007752 0.019455
0.713178 0.007752 0.019092
0.720930 0.007752 0.018718
0.728682 0.007752 0.018333
0.736434 0.007752 0.017938
0.744186 0.007752 0.017531
0.751938 0.007752 0.017114
0.759690 0.007752 0.016688
0.767442 0.007752 0.016251
0.775194 0.007752 0.015804
0.782946 0.007752 0.015348
0.790698 0.007752 0.014883
0.798450 0.007752 0.014410
0.806202 0.007752 0.013927
0.813953 0.007752 0.013437
0.821705 0.007752 0.012938
0.829457 0.007752 0.012432
0.837209 0.007752 0.011918
0.844961 0.007752 0.011398
0.852713 0.007752 0.010870
0.860465 0.007752 0.010336
0.868217 0.007752 0.009796
0.875969 0.007752 0.009251
0.883721 0.007752 0.008699
0.891473 0.007752 0.008143
0.899225 0.007752 0.007582
0.906977 0.007752 0.007016
0.914729 0.007752 0.006446
0.922481 0.007752 0.005872
0.930233 0.007752 0.005295
0.937984 0.007752 0.004715
0.945736 0.007752 0.004131
0.953488 0.007752 0.003546
0.961240 0.007752 0.002958
0.968992 0.007752 0.002368
0.976744 0.007752 0.001778
0.984496 0.007752 0.001186
0.992248 0.007752 0.000593

0.007752 0.015504 0.001186
0.015504 0.015504 0.002371
0.023256 0.015504 0.003554
0.031008 0.015504 0.004736
0.038760 0.015504 0.005914
0.046512 0.015504 0.007089
0.054264 0.015504 0.008260
0.062016 0.015504 0.009426
0.069767 0.015504 0.010587
0.077519 0.015504 0.011741
0.085271 0.015504 0.012888
0.093023 0.015504 0.014028
0.100775 0.015504 0.015159
0.108527 0.015504 0.016281
0.116279 0.015504 0.017394
0.124031 0.015504 0.018496
0.131783 0.015504 0.019587
0.139535 0.015504 0.020667
0.147287 0.015504 0.021734
0.155039 0.015504 0.022789
0.162791 0.015504 0.023830
0.170543 0.015504 0.024857
0.178295 0.015504 0.025869
0.186047 0.015504 0.026866
0.193798 0.015504 0.027846
0.201550 0.015504 0.028811
0.209302 0.015504 0.029758
0.217054 0.015504 0.030688
0.224806 0.015504 0.031599
0.232558 0.015504 0.032492
0.240310 0.015504 0.033365
0.248062 0.015504 0.034219
0.255814 0.015504 0.035052
0.263566 0.015504 0.035865
0.271318 0.015504 0.036656
0.279070 0.015504 0.037425
0.286822 0.015504 0.038173
0.294574 0.015504 0.038897
0.302326 0.015504 0.039599
0.310078 0.015504 0.040277
0.317829 0.015504 0.040931
0.325581 0.015504 0.041561
0.333333 0.015504 0.042167
0.341085 0.015504 0.042747
0.348837 0.015504 0.043302
0.356589 0.015504 0.043831
0.364341 0.015504 0.044335
0.372093 0.015504 0.044812
0.379845 0.015504 0.045262
0.387597 0.015504 0.045686
0.395349 0.015504 0.046082
0.403101 0.015504 0.046451
0.410853 0.015504 0.046793
0.418605 0.015504 0.047107
0.426357 0.015504 0.047393
0.434109 0.015504 0.047651
0.441860 0.015504 0.047880
0.449612 0.015504 0.048081
0.457364 0.015504 0.048254
0.465116 0.015504 0.048398
0.472868 0.015504 0.048513
0.480620 0.015504 0.048600
0.488372 0.015504 0.048658
0.496124 0.015504 0.048686
0.503876 0.015504 0.048686
0.511628 0.015504 0.048658
